"geoid","fuelheat","housingvalue","kitchen","mortgage","mortgagecost","mortgageval","occupy","occupyown","phone","plumbing","rentgross","rentprcinc","rooms","units","unitsownpop"
"05000US39137",70.31,"151600","98.44",58.75,"79.63","61.71",95.28,80.72,"99.43","99.16","683",40,6.6,1.98881837413116,83.74
"05000US39139",87.66,"105600","95.65",57.44,"78.96","60.53",88.43,67.95,"97.17","96.64","664",41.3,5.9,1.91480895037293,68.83
"05000US39141",85.72,"120900","94.68",54.65,"77.25","56.82",89.63,69.84,"97.76","95.75","727",40.9,5.7,1.94187219535952,71.29
"05000US39143",81.31,"113100","97.4",57.88,"78.15","57.82",89.47,71.35,"98.23","98.65","684",41.8,6.1,1.96511331805449,73.1
"05000US39145",79.59,"94500","96.17",48.22,"72.33","59.32",87.4,67.81,"97.42","96.03","590",39.9,5.7,1.96583128365353,70.4
"05000US39147",76.7,"101800","96.09",56.63,"75.87","54.06",89.79,71.64,"98.15","97.26","700",39.4,6.2,1.96138924810641,73.13
"05000US39149",74.07,"139100","95.64",60.23,"79.71","59.81",91.29,70.63,"97.7","97.73","731",39.4,6,1.95960950490801,71.51
"05000US39151",96.42,"130700","96.53",63.41,"82.9","66.18",91.68,68.27,"97.79","97.31","728",41.9,6,1.90229218665042,70.65
"05000US39153",97.99,"140700","96.23",64.6,"82.68","66.09",91.29,65.71,"91.9","97.78","806",40.9,6,1.81775074091405,68.6
"05000US39155",94.46,"102500","96.26",53.12,"74.88","57.47",90.03,70.73,"98.17","97.42","659",44.2,5.9,1.90196488051716,72.94
"05000US39157",88.56,"121900","96.95",55.25,"77.11","59.91",91.61,70.53,"97.57","98.13","756",41,5.8,1.97840671428959,72.58
"05000US39159",73.88,"196500","97.5",75.9,"90.24","79.66",94.08,77.31,"98.1","98.73","943",38.4,6.5,1.92627647600532,79.09
"05000US39161",79.56,"102400","95.82",57.62,"78.04","58.77",89.69,74.66,"98.52","98.79","690",40.9,6.5,1.98511253174534,74.72
"05000US39163",67.27,"90600","94.08",51.37,"73.42","51.65",81.52,74.47,"97.08","94.63","623",42.2,5.5,1.98884758364312,75.16
"05000US39165",92.71,"210900","98.49",73.8,"88.95","77.14",95.23,77.53,"98.64","99.39","1035",39.3,6.6,1.92115711161876,80.41
"05000US39167",89.54,"125600","96.87",49.44,"74.92","56.2",89.03,73.87,"98.37","96.3","659",44.1,5.9,1.97167747324874,76.09
"05000US39169",85.84,"145700","96.37",58.31,"79.29","60.48",93.3,73.08,"95.67","98.45","728",38.5,6.1,1.96932119396105,76.36
"05000US39171",79.25,"98300","97.33",56.93,"78.19","57.98",91.51,75.69,"97.89","98.36","684",41.2,6.1,1.98773448773449,78.1
"05000US39173",87.59,"157900","98.53",65.14,"83.41","69.7",93.57,65.83,"98.36","99.2","786",34.8,6,1.95593045615844,70.68
"05000US39175",75.48,"115800","97.91",56.62,"77.5","59.31",91.26,72.72,"97.81","97.8","625",42.1,6.3,1.98721903922433,75.16
"05000US40001",57.43,"83500","93.47",38.67,"65.07","41.84",82.86,68.57,"96.87","93.03","567",37.6,5.2,1.51239989666753,65.62
"05000US40003",83.66,"78900","87.93",36.83,"62.79","39.32",71.85,77.94,"98.52","90.09","691",42.9,5.8,1.90909090909091,78.34
"05000US40005",64.27,"98800","93.5",38.59,"65.12","37.87",82.9,73.75,"91.81","90.79","568",40.6,5.4,1.81610712938514,74.87
"05000US40007",73.61,"101800","89.8",35.6,"62.57","42.64",75.72,77.6,"98.22","91.07","679",40.3,5.9,1.97434632461766,77.08
"05000US40009",90.75,"120100","94.79",52.52,"79.47","65.89",75.42,64.98,"98.04","95.22","725",35.7,5.3,1.94908754297805,66.75
"05000US40011",82.83,"82900","93.28",36.83,"62.79","42.14",78.16,76.77,"98.87","96.6","564",42.4,5.6,1.87180143295803,78.15
"05000US40013",85.62,"107700","93.91",46.43,"72.17","50.24",84.74,61.9,"97.2","94.95","732",37.5,5.3,1.7984496124031,62.11
"05000US40015",89.75,"82500","91.69",36.18,"61.59","38.42",77.15,71.71,"98.75","89.74","565",37.3,5.2,1.75536817335033,70.95
"05000US40017",93.72,"160200","97.82",65.69,"85.17","69.12",92.81,75.78,"98.2","99.22","946",35.9,5.7,1.89604104586293,76.35
"05000US40019",95.01,"112400","91.1",48.41,"74.85","55.68",84.65,68.59,"97.25","93.87","753",38.2,5.5,1.81157286212914,69.76
"05000US40021",80.26,"115900","95.87",49.37,"76.12","53.65",74.83,67.46,"96.6","95.12","635",35.1,5.2,1.59992730356818,69.55
"05000US40023",80.65,"95500","91.92",39.3,"64.99","39.16",78.96,68.8,"88.5","93.3","553",42,5.2,1.67785010849608,70.36
"05000US40025",77.82,"55800","77.41",29.33,"50.27","27.52",61.8,73.51,"98.15","79.7","539",43,5.8,1.9917864476386,69.94
"05000US40027",94.63,"159500","97.62",65.8,"84.68","67.5",92.23,64.01,"97.89","98.91","908",33.9,5.4,1.83413822606712,66.67
"05000US40029",74.56,"84900","92.51",34.91,"63.12","37.46",79.8,72.63,"92.89","91.61","613",41.6,5.3,1.77325581395349,72.65
"05000US40031",95.1,"125400","95.53",62.02,"83.46","63.34",82.43,54.49,"97.23","98.74","831",33,5.3,1.71947899554095,54.37
"05000US40033",86.17,"75400","90.47",43.39,"67.76","47.98",73.73,78.25,"95.71","95.87","611",42.9,5.4,1.88291139240506,77.05
"05000US40035",72.43,"104700","91.82",43.66,"69.91","46.39",80.48,71.16,"96.98","93.05","702",42.3,5.5,1.70587152586048,72.07
"05000US40037",86.12,"116200","97",52.41,"78.44","59.86",87.24,74.7,"98.33","96.85","776",40.2,5.2,1.84430598303431,74.26
"05000US40039",91.56,"135500","95.55",45.25,"71.99","55.42",83.85,60.06,"97.72","97.1","710",31,5.3,1.90271299381247,58.1
"05000US40041",67.81,"114900","94.56",45.51,"72.88","46.98",65.22,75.79,"96.9","94.5","673",46.7,5.2,1.74073850609388,74.63
"05000US40043",69.66,"93700","93.43",34.53,"62.68","35.83",69.86,75.25,"98.65","93.39","651",40.2,5.5,1.9077013521458,75.95
"05000US40045",80.52,"84700","85.76",30.96,"54.98","34.01",70.64,73.37,"97.57","87.65","670",44.1,5.6,1.96266334785314,72.85
"05000US40047",93.84,"106800","95.23",45.69,"71.72","52.56",88.92,64.45,"97.72","97.34","830",36,5.5,1.90392041638684,61.69
"05000US40049",92.52,"95200","85.27",43.24,"68.07","46.45",81.23,68.35,"97.98","85.08","647",39.2,5.6,1.87395683453237,68.59
"05000US40051",83.7,"125800","94.19",54.83,"80.08","63.42",86.97,77.72,"98.52","97.4","684",38.9,5.7,1.9052732405727,79.55
"05000US40053",82.79,"78500","88.88",32.2,"57.97","37.37",73.77,75.89,"98.47","89.57","665",43.3,5.8,1.94849315068493,78.84
"05000US40055",91.72,"71700","90.31",30.81,"53.34","34.09",75.17,69.18,"95.84","88.36","534",41.2,5.5,1.92013718765311,71.25
"05000US40057",90.87,"62600","91.41",40.09,"59.59","42.13",77.02,72.95,"95.18","88.87","634",41,5.4,1.87912087912088,74.59
"05000US40059",84.04,"79500","87.53",31.72,"55.78","35.62",68.55,82.88,"98.46","87.42","706",38,5.5,1.98380878951426,82.05
